enterprise_id,month,in_all_invoice_count,in_valid_invoice_count,in_void_invoice_count,in_positive_invoice_count,in_negative_invoice_count,in_zero_invoice_count,in_valid_positive_invoice_count,in_valid_negative_invoice_count,in_valid_zero_invoice_count,in_positive_amount_10k,in_negative_amount_10k,in_net_amount_10k,in_abs_amount_10k,out_all_invoice_count,out_valid_invoice_count,out_void_invoice_count,out_positive_invoice_count,out_negative_invoice_count,out_zero_invoice_count,out_valid_positive_invoice_count,out_valid_negative_invoice_count,out_valid_zero_invoice_count,out_positive_amount_10k,out_negative_amount_10k,out_net_amount_10k,out_abs_amount_10k,active_month
E37,2018-08,14,14,0,14,0,0,14,0,0,102.878691,0,102.878691,102.878691,19,17,2,19,0,0,17,0,0,96.694543,0,96.694543,96.694543,True
E37,2018-09,13,11,2,13,0,0,11,0,0,81.174097,0,81.174097,81.174097,27,26,1,27,0,0,26,0,0,152.583535,0,152.583535,152.583535,True
E37,2018-10,18,18,0,18,0,0,18,0,0,217.525329,0,217.525329,217.525329,32,29,3,32,0,0,29,0,0,163.650906,0,163.650906,163.650906,True
E37,2018-11,22,18,4,22,0,0,18,0,0,103.153413,0,103.153413,103.153413,26,25,1,26,0,0,25,0,0,126.534994,0,126.534994,126.534994,True
E37,2018-12,19,17,2,19,0,0,17,0,0,132.182135,0,132.182135,132.182135,25,23,2,25,0,0,23,0,0,129.39249,0,129.39249,129.39249,True
E37,2019-01,35,35,0,35,0,0,35,0,0,302.420355,0,302.420355,302.420355,40,37,3,40,0,0,37,0,0,276.263112,0,276.263112,276.263112,True
E37,2019-02,18,16,2,18,0,0,16,0,0,132.485071,0,132.485071,132.485071,13,10,3,13,0,0,10,0,0,73.4089,0,73.4089,73.4089,True
E37,2019-03,13,13,0,13,0,0,13,0,0,106.749525,0,106.749525,106.749525,27,27,0,27,0,0,27,0,0,201.44605,0,201.44605,201.44605,True
E37,2019-04,3,3,0,3,0,0,3,0,0,20.0453,0,20.0453,20.0453,14,13,1,14,0,0,13,0,0,37.404,0,37.404,37.404,True
E37,2019-05,35,34,1,35,0,0,34,0,0,291.696,0,291.696,291.696,10,10,0,10,0,0,10,0,0,31.81967,0,31.81967,31.81967,True
E37,2019-06,24,23,1,22,2,0,21,2,0,164.546603,10,154.546603,174.546603,32,26,6,32,0,0,26,0,0,206.034971,0,206.034971,206.034971,True
E37,2019-07,13,13,0,13,0,0,13,0,0,114.6582,0,114.6582,114.6582,21,15,6,21,0,0,15,0,0,71.73644,0,71.73644,71.73644,True
E37,2019-08,2,2,0,2,0,0,2,0,0,5.03,0,5.03,5.03,24,24,0,24,0,0,24,0,0,182.154006,0,182.154006,182.154006,True
E37,2019-09,30,29,1,30,0,0,29,0,0,259.029604,0,259.029604,259.029604,37,30,7,37,0,0,30,0,0,235.273472,0,235.273472,235.273472,True
E37,2019-10,4,4,0,4,0,0,4,0,0,16.6861,0,16.6861,16.6861,18,18,0,18,0,0,18,0,0,112.445625,0,112.445625,112.445625,True
E37,2019-11,22,22,0,22,0,0,22,0,0,187.484708,0,187.484708,187.484708,27,22,5,27,0,0,22,0,0,139.320207,0,139.320207,139.320207,True
E37,2019-12,41,41,0,41,0,0,41,0,0,385.38243,0,385.38243,385.38243,63,62,1,63,0,0,62,0,0,371.116228,0,371.116228,371.116228,True
E37,2020-01,30,29,1,30,0,0,29,0,0,253.376083,0,253.376083,253.376083,51,42,9,51,0,0,42,0,0,308.099524,0,308.099524,308.099524,True
E37,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2017-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2017-03,1,1,0,1,0,0,1,0,0,0.033,0,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2017-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2017-05,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,9,28,0,0,19,0,0,180.4669,0,180.4669,180.4669,True
E38,2017-06,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,7,0,0,5,0,0,45.9183,0,45.9183,45.9183,True
E38,2017-07,4,4,0,4,0,0,4,0,0,0.2629,0,0.2629,0.2629,5,5,0,5,0,0,5,0,0,48.8964,0,48.8964,48.8964,True
E38,2017-08,4,4,0,4,0,0,4,0,0,0.5783,0,0.5783,0.5783,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2017-09,3,3,0,3,0,0,3,0,0,1.3097,0,1.3097,1.3097,17,16,1,17,0,0,16,0,0,157.6295,0,157.6295,157.6295,True
E38,2017-10,10,10,0,10,0,0,10,0,0,2.2535,0,2.2535,2.2535,18,18,0,18,0,0,18,0,0,180,0,180,180,True
E38,2017-11,3,3,0,3,0,0,3,0,0,0.3542,0,0.3542,0.3542,10,10,0,10,0,0,10,0,0,100,0,100,100,True
E38,2017-12,7,7,0,7,0,0,7,0,0,0.7874,0,0.7874,0.7874,32,30,2,32,0,0,30,0,0,300,0,300,300,True
E38,2018-01,9,9,0,9,0,0,9,0,0,0.9,0,0.9,0.9,21,20,1,21,0,0,20,0,0,200,0,200,200,True
E38,2018-02,37,37,0,37,0,0,37,0,0,416.57073,0,416.57073,416.57073,30,30,0,30,0,0,30,0,0,300,0,300,300,True
E38,2018-03,26,25,1,26,0,0,25,0,0,3.147176,0,3.147176,3.147176,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2018-04,38,37,1,34,4,0,33,4,0,15.334437,1.074093,14.260344,16.40853,40,39,1,40,0,0,39,0,0,387.2006,0,387.2006,387.2006,True
E38,2018-05,14,13,1,14,0,0,13,0,0,1.8506,0,1.8506,1.8506,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2018-06,22,20,2,22,0,0,20,0,0,19.0736,0,19.0736,19.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2018-07,14,14,0,14,0,0,14,0,0,0.884655,0,0.884655,0.884655,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2018-08,20,17,3,20,0,0,17,0,0,7.245093,0,7.245093,7.245093,60,36,24,60,0,0,36,0,0,357.0381,0,357.0381,357.0381,True
E38,2018-09,26,26,0,26,0,0,26,0,0,8.198001,0,8.198001,8.198001,62,58,4,62,0,0,58,0,0,566.1406,0,566.1406,566.1406,True
E38,2018-10,36,36,0,36,0,0,36,0,0,10.467616,0,10.467616,10.467616,16,6,10,16,0,0,6,0,0,56.808951,0,56.808951,56.808951,True
E38,2018-11,48,47,1,48,0,0,47,0,0,87.839578,0,87.839578,87.839578,22,15,7,18,4,0,11,4,0,76.604803,40,36.604803,116.604803,True
E38,2018-12,41,38,3,41,0,0,38,0,0,17.349233,0,17.349233,17.349233,8,8,0,8,0,0,8,0,0,22.389521,0,22.389521,22.389521,True
E38,2019-01,36,34,2,36,0,0,34,0,0,17.248087,0,17.248087,17.248087,58,57,1,58,0,0,57,0,0,490.962312,0,490.962312,490.962312,True
E38,2019-02,54,47,7,54,0,0,47,0,0,36.438032,0,36.438032,36.438032,13,11,2,13,0,0,11,0,0,107.000001,0,107.000001,107.000001,True
E38,2019-03,36,36,0,36,0,0,36,0,0,32.909898,0,32.909898,32.909898,9,4,5,9,0,0,4,0,0,20.17074,0,20.17074,20.17074,True
E38,2019-04,43,41,2,43,0,0,41,0,0,6.11126,0,6.11126,6.11126,4,0,4,4,0,0,0,0,0,0,0,0,0,True
E38,2019-05,30,30,0,30,0,0,30,0,0,3.3569,0,3.3569,3.3569,7,6,1,7,0,0,6,0,0,18.691556,0,18.691556,18.691556,True
E38,2019-06,36,34,2,36,0,0,34,0,0,43.924266,0,43.924266,43.924266,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2019-07,51,50,1,51,0,0,50,0,0,11.332051,0,11.332051,11.332051,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E38,2019-08,72,68,4,72,0,0,68,0,0,156.561393,0,156.561393,156.561393,90,90,0,90,0,0,90,0,0,867.316539,0,867.316539,867.316539,True
E38,2019-09,44,43,1,44,0,0,43,0,0,13.330919,0,13.330919,13.330919,16,16,0,16,0,0,16,0,0,100.374337,0,100.374337,100.374337,True
E38,2019-10,55,55,0,55,0,0,55,0,0,9.154979,0,9.154979,9.154979,12,12,0,12,0,0,12,0,0,112.647874,0,112.647874,112.647874,True
E38,2019-11,57,57,0,57,0,0,57,0,0,11.188686,0,11.188686,11.188686,6,4,2,6,0,0,4,0,0,16.656141,0,16.656141,16.656141,True
E38,2019-12,114,112,2,114,0,0,112,0,0,381.331295,0,381.331295,381.331295,37,37,0,37,0,0,37,0,0,338.426719,0,338.426719,338.426719,True
E38,2020-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E38,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-06,2,1,1,2,0,0,1,0,0,0.0606,0,0.0606,0.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2017-07,3,3,0,3,0,0,3,0,0,0.1938,0,0.1938,0.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2017-08,2,2,0,2,0,0,2,0,0,0.0277,0,0.0277,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2017-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2017-10,2,2,0,2,0,0,2,0,0,0.0598,0,0.0598,0.0598,13,13,0,13,0,0,13,0,0,134.4115,0,134.4115,134.4115,True
E39,2017-11,3,3,0,3,0,0,3,0,0,0.4801,0,0.4801,0.4801,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2017-12,15,15,0,15,0,0,15,0,0,1.2353,0,1.2353,1.2353,12,11,1,12,0,0,11,0,0,120.456,0,120.456,120.456,True
E39,2018-01,9,9,0,9,0,0,9,0,0,0.582,0,0.582,0.582,41,40,1,41,0,0,40,0,0,432.4547,0,432.4547,432.4547,True
E39,2018-02,12,12,0,12,0,0,12,0,0,0.9904,0,0.9904,0.9904,1,1,0,1,0,0,1,0,0,7.5031,0,7.5031,7.5031,True
E39,2018-03,21,19,2,21,0,0,19,0,0,1.2732,0,1.2732,1.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2018-04,8,8,0,8,0,0,8,0,0,0.6242,0,0.6242,0.6242,35,35,0,35,0,0,35,0,0,328.3938,0,328.3938,328.3938,True
E39,2018-05,6,6,0,6,0,0,6,0,0,0.12715,0,0.12715,0.12715,3,3,0,3,0,0,3,0,0,25.9368,0,25.9368,25.9368,True
E39,2018-06,6,6,0,6,0,0,6,0,0,0.14571,0,0.14571,0.14571,9,6,3,9,0,0,6,0,0,46.632,0,46.632,46.632,True
E39,2018-07,14,14,0,14,0,0,14,0,0,0.61724,0,0.61724,0.61724,1,1,0,1,0,0,1,0,0,11.0203,0,11.0203,11.0203,True
E39,2018-08,16,16,0,16,0,0,16,0,0,0.520655,0,0.520655,0.520655,14,14,0,14,0,0,14,0,0,110.1471,0,110.1471,110.1471,True
E39,2018-09,8,8,0,8,0,0,8,0,0,0.251409,0,0.251409,0.251409,26,17,9,26,0,0,17,0,0,225.3773,0,225.3773,225.3773,True
E39,2018-10,3,3,0,3,0,0,3,0,0,0.0889,0,0.0889,0.0889,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E39,2018-11,1,1,0,1,0,0,1,0,0,0.5499,0,0.5499,0.5499,5,4,1,5,0,0,4,0,0,10,0,10,10,True
E39,2018-12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,9,0,0,8,0,0,20,0,20,20,True
E39,2019-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,10,0,0,7,0,0,400.373,0,400.373,400.373,True
E39,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,5,0,0,4,0,0,10,0,10,10,True
E39,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,8,0,0,7,0,0,308.15446,0,308.15446,308.15446,True
E39,2019-04,10,10,0,10,0,0,10,0,0,1.247612,0,1.247612,1.247612,10,10,0,10,0,0,10,0,0,91.638378,0,91.638378,91.638378,True
E39,2019-05,23,23,0,23,0,0,23,0,0,3.975265,0,3.975265,3.975265,5,5,0,5,0,0,5,0,0,17.2325,0,17.2325,17.2325,True
E39,2019-06,23,23,0,23,0,0,23,0,0,0.82031,0,0.82031,0.82031,14,13,1,10,4,0,9,4,0,49.9657,9.9172,40.0485,59.8829,True
E39,2019-07,17,17,0,17,0,0,17,0,0,7.347912,0,7.347912,7.347912,13,10,3,13,0,0,10,0,0,347.379,0,347.379,347.379,True
E39,2019-08,20,20,0,20,0,0,20,0,0,11.1129,0,11.1129,11.1129,8,6,2,6,2,0,4,2,0,144.57926,30.7218,113.85746,175.30106,True
E39,2019-09,16,16,0,16,0,0,16,0,0,0.739256,0,0.739256,0.739256,9,9,0,9,0,0,9,0,0,356.81842,0,356.81842,356.81842,True
E39,2019-10,11,11,0,11,0,0,11,0,0,0.4227,0,0.4227,0.4227,6,5,1,6,0,0,5,0,0,22.4719,0,22.4719,22.4719,True
E39,2019-11,13,13,0,13,0,0,13,0,0,3.11252,0,3.11252,3.11252,5,5,0,5,0,0,5,0,0,43.0603,0,43.0603,43.0603,True
E39,2019-12,18,18,0,18,0,0,18,0,0,0.717507,0,0.717507,0.717507,2,2,0,2,0,0,2,0,0,68.38115,0,68.38115,68.38115,True
E39,2020-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E39,2020-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E4,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E4,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E4,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E4,2017-01,12,11,1,12,0,0,11,0,0,29.319948,0,29.319948,29.319948,100,100,0,100,0,0,100,0,0,10472.93568,0,10472.93568,10472.93568,True
E4,2017-02,8,8,0,8,0,0,8,0,0,2.0193,0,2.0193,2.0193,217,207,10,217,0,0,207,0,0,22643.80557,0,22643.80557,22643.80557,True
E4,2017-03,11,10,1,11,0,0,10,0,0,473.4342,0,473.4342,473.4342,214,214,0,214,0,0,214,0,0,23330.09513,0,23330.09513,23330.09513,True
E4,2017-04,8,8,0,7,1,0,7,1,0,115.069874,0.13,114.939874,115.199874,148,148,0,148,0,0,148,0,0,16084.36978,0,16084.36978,16084.36978,True
E4,2017-05,8,8,0,8,0,0,8,0,0,2.936375,0,2.936375,2.936375,147,147,0,147,0,0,147,0,0,16078.66405,0,16078.66405,16078.66405,True
E4,2017-06,10,9,1,10,0,0,9,0,0,2.487391,0,2.487391,2.487391,315,315,0,315,0,0,315,0,0,35551.17425,0,35551.17425,35551.17425,True
E4,2017-07,6,6,0,6,0,0,6,0,0,3.217372,0,3.217372,3.217372,8,8,0,8,0,0,8,0,0,672.818683,0,672.818683,672.818683,True
E4,2017-08,6,4,2,6,0,0,4,0,0,0.3541,0,0.3541,0.3541,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E4,2017-09,1,1,0,1,0,0,1,0,0,0.058,0,0.058,0.058,36,35,1,36,0,0,35,0,0,3606.931274,0,3606.931274,3606.931274,True
E4,2017-10,11,11,0,10,1,0,10,1,0,5.1228,0.22,4.9028,5.3428,34,34,0,34,0,0,34,0,0,3738.96129,0,3738.96129,3738.96129,True
E4,2017-11,17,12,5,17,0,0,12,0,0,3186.519914,0,3186.519914,3186.519914,105,104,1,105,0,0,104,0,0,11770.27195,0,11770.27195,11770.27195,True
E4,2017-12,17,17,0,17,0,0,17,0,0,4043.541554,0,4043.541554,4043.541554,85,77,8,85,0,0,77,0,0,8386.240919,0,8386.240919,8386.240919,True
E4,2018-01,14,14,0,14,0,0,14,0,0,4163.081086,0,4163.081086,4163.081086,49,49,0,49,0,0,49,0,0,5535.024926,0,5535.024926,5535.024926,True
E4,2018-02,10,10,0,10,0,0,10,0,0,4358.549078,0,4358.549078,4358.549078,56,56,0,56,0,0,56,0,0,6416.081674,0,6416.081674,6416.081674,True
E4,2018-03,30,26,4,30,0,0,26,0,0,3.621825,0,3.621825,3.621825,48,12,36,48,0,0,12,0,0,1310,0,1310,1310,True
E4,2018-04,33,31,2,33,0,0,31,0,0,26.914618,0,26.914618,26.914618,18,18,0,18,0,0,18,0,0,2068.524008,0,2068.524008,2068.524008,True
E4,2018-05,21,21,0,21,0,0,21,0,0,1.087831,0,1.087831,1.087831,13,13,0,13,0,0,13,0,0,1270.493932,0,1270.493932,1270.493932,True
E4,2018-06,22,20,2,22,0,0,20,0,0,30.175039,0,30.175039,30.175039,245,125,120,245,0,0,125,0,0,13129.56938,0,13129.56938,13129.56938,True
E4,2018-07,29,27,2,29,0,0,27,0,0,6.344912,0,6.344912,6.344912,83,82,1,79,4,0,78,4,0,8024.446912,409.083122,7615.36379,8433.530034,True
E4,2018-08,12,11,1,12,0,0,11,0,0,0.542591,0,0.542591,0.542591,20,20,0,20,0,0,20,0,0,2058.218286,0,2058.218286,2058.218286,True
E4,2018-09,17,17,0,17,0,0,17,0,0,448.511295,0,448.511295,448.511295,17,14,3,17,0,0,14,0,0,1358.647448,0,1358.647448,1358.647448,True
E4,2018-10,16,14,2,15,1,0,13,1,0,1275.356781,440.65579,834.700991,1716.012571,34,30,4,31,3,0,27,3,0,2116.085916,242.975,1873.110916,2359.060916,True
E4,2018-11,15,15,0,15,0,0,15,0,0,2.972141,0,2.972141,2.972141,46,44,2,44,2,0,42,2,0,3200.452461,189.144,3011.308461,3389.596461,True
E4,2018-12,19,17,2,19,0,0,17,0,0,1494.637734,0,1494.637734,1494.637734,27,27,0,27,0,0,27,0,0,2817.28777,0,2817.28777,2817.28777,True
E4,2019-01,9,9,0,8,1,0,8,1,0,22.68627,0.3661,22.32017,23.05237,17,16,1,17,0,0,16,0,0,1420.985521,0,1420.985521,1420.985521,True
E4,2019-02,7,6,1,7,0,0,6,0,0,7.9803,0,7.9803,7.9803,10,10,0,10,0,0,10,0,0,800.425728,0,800.425728,800.425728,True
E4,2019-03,8,8,0,8,0,0,8,0,0,0.83443,0,0.83443,0.83443,15,15,0,15,0,0,15,0,0,1339.280712,0,1339.280712,1339.280712,True
E4,2019-04,7,7,0,7,0,0,7,0,0,4.110101,0,4.110101,4.110101,20,20,0,20,0,0,20,0,0,1550.644499,0,1550.644499,1550.644499,True
E4,2019-05,14,13,1,14,0,0,13,0,0,5.767548,0,5.767548,5.767548,8,8,0,8,0,0,8,0,0,475.504946,0,475.504946,475.504946,True
E4,2019-06,8,8,0,8,0,0,8,0,0,3.73412,0,3.73412,3.73412,2,2,0,2,0,0,2,0,0,170.353386,0,170.353386,170.353386,True
E4,2019-07,18,13,5,18,0,0,13,0,0,481.813288,0,481.813288,481.813288,5,5,0,5,0,0,5,0,0,484.68572,0,484.68572,484.68572,True
E4,2019-08,12,11,1,12,0,0,11,0,0,286.037701,0,286.037701,286.037701,10,10,0,10,0,0,10,0,0,807.505344,0,807.505344,807.505344,True
E4,2019-09,13,12,1,13,0,0,12,0,0,634.950271,0,634.950271,634.950271,8,7,1,8,0,0,7,0,0,635.42008,0,635.42008,635.42008,True
E4,2019-10,11,11,0,11,0,0,11,0,0,1064.15324,0,1064.15324,1064.15324,11,11,0,11,0,0,11,0,0,1075.02368,0,1075.02368,1075.02368,True
E4,2019-11,8,8,0,8,0,0,8,0,0,534.359191,0,534.359191,534.359191,10,9,1,10,0,0,9,0,0,841.17675,0,841.17675,841.17675,True
E4,2019-12,82,79,3,82,0,0,79,0,0,3175.90791,0,3175.90791,3175.90791,50,49,1,50,0,0,49,0,0,4253.152932,0,4253.152932,4253.152932,True
E4,2020-01,6,6,0,6,0,0,6,0,0,1.548522,0,1.548522,1.548522,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E4,2020-02,2,2,0,2,0,0,2,0,0,0.034701,0,0.034701,0.034701,0,0,0,0,0,0,0,0,0,0,0,0,0,True
E40,2016-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2016-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2016-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2017-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2017-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
E40,2017-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4.2568,0,4.2568,4.2568,True
E40,2017-05,1,1,0,1,0,0,1,0,0,0.02,0,0.02,0.02,1,1,0,1,0,0,1,0,0,4.2568,0,4.2568,4.2568,True
E40,2017-06,9,9,0,9,0,0,9,0,0,0.9023,0,0.9023,0.9023,2,2,0,2,0,0,2,0,0,8.4168,0,8.4168,8.4168,True
E40,2017-07,18,17,1,18,0,0,17,0,0,1.177379,0,1.177379,1.177379,5,4,1,5,0,0,4,0,0,14.7534,0,14.7534,14.7534,True
E40,2017-08,30,29,1,30,0,0,29,0,0,1.68695,0,1.68695,1.68695,1,1,0,1,0,0,1,0,0,8.5134,0,8.5134,8.5134,True
E40,2017-09,26,24,2,26,0,0,24,0,0,2.1582,0,2.1582,2.1582,7,7,0,7,0,0,7,0,0,35.35372,0,35.35372,35.35372,True
E40,2017-10,32,32,0,32,0,0,32,0,0,5.194992,0,5.194992,5.194992,10,10,0,10,0,0,10,0,0,26.6808,0,26.6808,26.6808,True
E40,2017-11,30,30,0,30,0,0,30,0,0,8.215802,0,8.215802,8.215802,14,13,1,14,0,0,13,0,0,30.154856,0,30.154856,30.154856,True
E40,2017-12,46,46,0,44,2,0,44,2,0,4.396286,0.12105,4.275236,4.517336,38,35,3,38,0,0,35,0,0,156.30324,0,156.30324,156.30324,True
E40,2018-01,55,54,1,55,0,0,54,0,0,8.014572,0,8.014572,8.014572,15,15,0,13,2,0,13,2,0,23.920561,12,11.920561,35.920561,True
E40,2018-02,50,49,1,50,0,0,49,0,0,2.687681,0,2.687681,2.687681,8,8,0,8,0,0,8,0,0,20.318632,0,20.318632,20.318632,True
E40,2018-03,87,87,0,87,0,0,87,0,0,5.554777,0,5.554777,5.554777,14,14,0,14,0,0,14,0,0,45.108692,0,45.108692,45.108692,True
E40,2018-04,111,109,2,111,0,0,109,0,0,17.368716,0,17.368716,17.368716,25,23,2,24,1,0,22,1,0,68.3256,1.04,67.2856,69.3656,True
E40,2018-05,86,83,3,86,0,0,83,0,0,5.756745,0,5.756745,5.756745,21,21,0,21,0,0,21,0,0,53.604096,0,53.604096,53.604096,True
E40,2018-06,112,110,2,107,5,0,105,5,0,23.053807,0.23248,22.821327,23.286287,45,43,2,42,3,0,40,3,0,146.483512,20.88,125.603512,167.363512,True
E40,2018-07,114,107,7,114,0,0,107,0,0,10.387761,0,10.387761,10.387761,32,30,2,29,3,0,27,3,0,85.812818,4.4184,81.394418,90.231218,True
E40,2018-08,113,110,3,111,2,0,108,2,0,7.514603,0.1123,7.402303,7.626903,26,25,1,24,1,1,24,1,0,57.125496,2.2314,54.894096,59.356896,True
E40,2018-09,103,101,2,102,1,0,100,1,0,19.481664,0.0129,19.468764,19.494564,34,33,1,33,1,0,32,1,0,93.428036,1.5,91.928036,94.928036,True
E40,2018-10,106,104,2,105,1,0,103,1,0,14.583622,0.188,14.395622,14.771622,29,28,1,29,0,0,28,0,0,136.45606,0,136.45606,136.45606,True
E40,2018-11,139,135,4,138,1,0,134,1,0,11.969135,0.9,11.069135,12.869135,25,25,0,21,4,0,21,4,0,43.898634,40,3.898634,83.898634,True
E40,2018-12,158,155,3,156,2,0,153,2,0,59.231496,0.0543,59.177196,59.285796,85,81,4,85,0,0,81,0,0,490.462988,0,490.462988,490.462988,True
E40,2019-01,201,198,3,199,2,0,196,2,0,60.272516,0.06,60.212516,60.332516,19,19,0,19,0,0,19,0,0,72.2976,0,72.2976,72.2976,True
E40,2019-02,140,137,3,140,0,0,137,0,0,37.087555,0,37.087555,37.087555,19,19,0,14,5,0,14,5,0,47.369704,36.3996,10.970104,83.769304,True
E40,2019-03,144,134,10,143,1,0,133,1,0,9.396013,0.033891,9.362122,9.429904,21,21,0,16,5,0,16,5,0,68.23145,26.339,41.89245,94.57045,True
E40,2019-04,125,119,6,125,0,0,119,0,0,19.823131,0,19.823131,19.823131,17,17,0,17,0,0,17,0,0,85.98001,0,85.98001,85.98001,True
E40,2019-05,97,96,1,97,0,0,96,0,0,20.084361,0,20.084361,20.084361,76,26,50,22,4,50,22,4,0,159.874055,32,127.874055,191.874055,True
E40,2019-06,104,100,4,103,1,0,99,1,0,8.395084,0.0762,8.318884,8.471284,47,36,11,44,2,1,34,2,0,228.617738,13.2345,215.383238,241.852238,True
E40,2019-07,126,124,2,125,1,0,123,1,0,11.6229,0.0088,11.6141,11.6317,21,21,0,20,1,0,20,1,0,109.117973,2,107.117973,111.117973,True
E40,2019-08,132,129,3,132,0,0,129,0,0,11.001164,0,11.001164,11.001164,28,27,1,25,3,0,24,3,0,143.396185,24.54,118.856185,167.936185,True
E40,2019-09,118,115,3,118,0,0,115,0,0,17.372235,0,17.372235,17.372235,55,54,1,51,4,0,50,4,0,334.633253,40,294.633253,374.633253,True
E40,2019-10,130,126,4,124,6,0,120,6,0,5.622817,0.058229,5.564588,5.681046,25,25,0,25,0,0,25,0,0,176.179685,0,176.179685,176.179685,True
