enterprise_id,enterprise_name,business_scale_10k,sales_scale_10k,purchase_scale_10k,net_sales_10k,operating_net_inflow_proxy_10k,sales_growth_trend,sales_monthly_cv,invoice_activity_per_month,sales_return_rate,purchase_return_rate,void_invoice_rate,zero_amount_invoice_rate,customer_count,supplier_count,customer_hhi,supplier_hhi,max_customer_share,max_supplier_share,purchase_sales_ratio,active_month_ratio,longest_active_streak_ratio,audit_all_invoice_count,audit_valid_invoice_count,audit_void_invoice_count,audit_positive_invoice_count,audit_negative_invoice_count,audit_zero_invoice_count,audit_negative_amount_10k,audit_missing_counterparty_count
E295,***电器设备制造有限公司,2883.953225,1594.620206,1289.333019,1579.195619,292.669225,-0.01984476345,1.133504896,24.97560976,0.009672890725,0.002176803788,0.07330316742,0,57,213,0.05524476028,0.06892853158,0.145969942,0.2267767169,0.8085517882,0.9024390244,0.9024390244,1105,1024,81,1020,4,0,18.231212,0
E296,***装饰设计工程有限公司,2150.887603,1503.384838,647.502765,1319.439937,738.796868,0.0938728584,1.869599762,40.6097561,0.1223538354,0.1032577768,0.07293986637,0,18,381,0.3932624911,0.04019761052,0.6134825846,0.1212445788,0.4306966178,0.7317073171,0.5609756098,1796,1665,131,1618,47,0,250.804597,0
E297,***建筑机械租赁有限公司,2750.9333,1569.0373,1181.896,1569.0373,387.1413,0.07538468914,1.835026959,5.170731707,-0,-0,0.09012875536,0,3,10,0.4940782576,0.5873312154,0.6502971599,0.7502335231,0.7532618887,0.4390243902,0.1219512195,233,212,21,212,0,0,-0,0
E298,***电器维护服务有限公司,2267.24629,1688.094587,579.151703,1673.827544,1098.997538,0.06743596191,0.6373035428,81.41463415,0.008451566109,0.007462115673,0.1031703385,0,253,70,0.2917488468,0.1025001937,0.4971391784,0.13499779,0.3430801256,0.9268292683,0.9268292683,3722,3338,384,3299,39,0,18.58874,0
E299,***压缩天然气有限责任公司,4949.688454,2242.194745,2707.493709,2187.145174,-495.284155,0.03330308397,0.8385928474,25.97560976,0.02455164571,0.009257410245,0.06332453826,0,265,109,0.3200478778,0.4245189122,0.4812154776,0.6240643937,1.207519425,0.9268292683,0.9268292683,1137,1065,72,1053,12,0,80.113951,0
E300,***建设工程有限公司,3687.611585,2064.273877,1623.337708,2024.673877,411.382708,0.1089203412,2.070933715,23.65853659,0.01918350101,0.006188816382,0.04621435595,0,23,232,0.1579779186,0.05881451716,0.3064272508,0.1551194941,0.7863964787,0.8536585366,0.8536585366,1017,970,47,964,6,0,49.646539,0
E301,***企业管理咨询有限公司,2055.160678,1642.392361,412.768317,1623.868506,1212.010739,0.05434073923,1.310764437,82.90243902,0.01127858083,0.002205959039,0.02523659306,0,119,789,0.1124234096,0.06465100875,0.2961599083,0.2168044308,0.2513213814,0.8780487805,0.8780487805,3487,3399,88,3384,15,0,19.434405,0
E302,***机电设备有限公司,1440.936981,1084.70384,356.233141,1075.30146,725.872719,0.06430579239,0.9697251821,28.29268293,0.008668154065,0.0191009741,0.06752411576,0,33,236,0.09254119317,0.1037932048,0.1534840146,0.2556104009,0.3284151193,0.9268292683,0.9268292683,1244,1160,84,1151,9,0,16.20678,0
E303,***图书发行有限公司,1885.337938,1642.998741,242.339197,1642.84187,1400.530673,0.05416595022,0.7284431369,24.31707317,9.547846635e-05,0.000115540533,0.05318138651,0,42,108,0.106612331,0.2977201409,0.234840648,0.4332769989,0.1474981027,0.9268292683,0.9268292683,1053,997,56,995,2,0,0.184871,0
E304,***环保科技有限公司,2982.554706,1078.417679,1904.137027,1078.417679,-825.569348,0.03649206449,0.757142447,37.53658537,-0,7.877584327e-05,0.05929095355,0,198,142,0.0469794424,0.2135743573,0.1511102824,0.4223172958,1.765676754,0.9024390244,0.9024390244,1636,1539,97,1538,1,0,0.15,0
E305,***劳务有限公司,7037.995068,5081.575661,1956.419407,5050.852799,3094.433392,0.01675971821,1.397836668,21.85365854,0.006045932217,-0,0.05584826133,0,4,164,0.3278872732,0.3906517494,0.4630397546,0.5834688594,0.3850025145,0.9024390244,0.8780487805,949,896,53,894,2,0,30.722862,0
E306,个体经营E306,1774.918362,1375.545624,399.372738,1339.525624,944.756426,0.0591774601,1.187185717,37.90243902,0.02618597259,0.01152692601,0.04837721984,0,64,340,0.08077189491,0.2410195091,0.228729711,0.3658729956,0.2903376893,0.8292682927,0.7804878049,1633,1554,79,1542,12,0,40.62354,0
E307,***通信工程有限公司,991.820735,668.899192,322.921543,668.899192,345.977649,0.04414677432,3.415731995,13.41463415,-0,-0,0.04513888889,0,10,110,0.3273767595,0.3996035157,0.448498075,0.6193617439,0.4827656347,0.8048780488,0.8048780488,576,550,26,550,0,0,-0,0
E308,***餐饮文化服务有限公司,2082.898431,1236.657796,846.240635,1229.699439,390.329704,0.022742449,0.6039566429,51.2195122,0.005626744134,0.008119321758,0.1696322657,0,1528,64,0.00138014063,0.069912094,0.02308965349,0.132995977,0.6842965271,0.9024390244,0.9024390244,2529,2100,429,2080,20,0,13.829257,0
E309,个体经营E309,2041.998297,1352.81055,689.187747,1344.31055,664.66293,-0.006737242708,1.198949916,26.97560976,0.00628321534,0.01384256618,0.07602339181,0,38,194,0.09318115302,0.07449597832,0.1632718787,0.2146671261,0.5094488264,0.8536585366,0.8048780488,1197,1106,91,1090,16,0,18.040127,0
E310,***律师事务所,1622.263504,1195.784053,426.479451,1156.012053,770.356161,0.1002684228,0.8501640066,67.73170732,0.03326018598,0.09572221804,0.02868135712,0,448,480,0.02331136637,0.04027699181,0.108607538,0.09379115431,0.3566525661,0.756097561,0.756097561,2859,2777,82,2738,39,0,80.595559,0
E311,***律师事务所,1380.592594,1164.635601,215.956993,1099.157201,884.555414,0.1139912923,1.106754279,71.34146341,0.05622222088,0.006275351315,0.02856193955,0,131,346,0.04714263805,0.04923435333,0.1605652445,0.1487643422,0.1854288095,0.6585365854,0.6585365854,3011,2925,86,2885,40,0,66.833606,0
E312,***家居用品有限公司,9927.012378,1473.11258,8453.899798,1419.354655,-6942.099946,-0.006619253103,0.6567563054,124.3658537,0.03649274721,0.01093521324,0.04423617619,0,188,906,0.1769977038,0.06670213892,0.4025496252,0.2146867237,5.738800899,0.9024390244,0.9024390244,5335,5099,236,5053,46,0,146.203122,0
E313,***物流有限公司,2311.574164,1495.472449,816.101715,1456.024507,642.204468,0.03731473791,0.7437735567,14.73170732,0.02637824724,0.002795823067,0.03821656051,0,29,63,0.1981184967,0.1943985633,0.3035563372,0.3619240391,0.5457149783,0.9268292683,0.9268292683,628,604,24,591,13,0,41.729618,0
E314,***房地产营销策划有限公司,1088.54647,777.8327,310.71377,762.7606,453.466315,0.04296891445,1.262335341,32.85365854,0.01937704599,0.004568465054,0.0210755814,0,5,233,0.2985830395,0.3312588158,0.4759868028,0.5214332793,0.3994609252,0.8780487805,0.7073170732,1376,1347,29,1306,41,0,16.491585,0
E315,***轮胎有限公司,1576.671995,1323.863503,252.808492,1321.879503,1077.54347,0.02835636808,0.5405423875,46.56097561,0.001498643928,0.03351334812,0.0299796748,0,140,95,0.1478607095,0.06118426897,0.3307848936,0.1530344163,0.190962657,0.9268292683,0.9268292683,1968,1909,59,1902,7,0,10.456459,0
E316,个体经营E316,1573.367764,1290.973299,282.394465,1240.948758,959.193393,0.07047955782,1.421615702,28.24390244,0.03874947765,0.00226314634,0.05314799673,0,22,185,0.5132570538,0.09240832105,0.7051470071,0.2409073421,0.2187453956,0.8780487805,0.8780487805,1223,1158,65,1142,16,0,50.663641,0
E317,***科技有限公司,813.788175,640.251386,173.536789,608.165453,434.686464,0.06891435756,1.56601802,12.63414634,0.05011458577,0.000333070586,0.07992895204,0,33,107,0.07597257873,0.1032101904,0.1330274356,0.1936188873,0.271044769,0.7804878049,0.7804878049,563,518,45,505,13,0,32.143733,0
E318,***商贸有限公司,1427.860899,1290.066171,137.794728,1286.660195,1158.971039,0.03805531091,0.4398729252,15.75609756,0.002640156045,0.0733378711,0.08885754584,0,16,25,0.2019174924,0.2831338362,0.3810571791,0.485440234,0.1068121396,0.9268292683,0.9268292683,709,646,63,642,4,0,13.511548,0
E319,个体经营E319,2417.766712,1577.540497,840.226215,1571.616697,732.090482,0.001433474012,0.6255785125,21.14634146,0.003755085851,0.0008331089741,0.06168831169,0,174,36,0.03230230237,0.08986997792,0.09768650903,0.1720618417,0.5326178419,0.8780487805,0.8780487805,924,867,57,860,7,0,6.6238,0
E320,***建筑设计有限公司,1577.421843,900.917031,676.504812,900.917031,224.412219,0.03772149054,3.391230153,7.87804878,-0,-0,0.05555555556,0,5,77,0.4664033623,0.6332129824,0.6075388434,0.7878731837,0.7509068968,0.7317073171,0.7073170732,342,323,19,323,0,0,-0,0
E321,***生物流有限公司,1875.798042,1277.750791,598.047251,1244.230791,651.30354,0.04645524332,0.9272148984,10.41463415,0.02623359753,0.008561196446,0.1285714286,0,125,15,0.03719525042,0.6652086393,0.1080257598,0.8117787519,0.4680468642,0.9024390244,0.9024390244,490,427,63,420,7,0,38.64,0
E322,***装饰工程设计有限公司,2327.782952,1299.174317,1028.608635,1127.808522,102.749417,0.07420937522,1.372157538,41.85365854,0.1319036197,0.003450807119,0.03811659193,0,14,230,0.2367821133,0.09047205672,0.3746805534,0.2419267169,0.7917402781,0.7317073171,0.7317073171,1784,1716,68,1661,55,0,174.915325,0
E323,***建筑装饰工程有限公司,1053.678281,596.941087,456.737194,596.941087,165.356891,0.09630110602,2.282044118,14.26829268,-0,0.05507105252,0.1216216216,0,14,143,0.3825116847,0.07360293653,0.5211521686,0.210186517,0.7651294306,0.6341463415,0.6341463415,666,585,81,581,4,0,25.152998,0
E324,***汽贸有限公司,10715.16265,1518.099236,9197.063415,1496.364068,-7696.339247,-0.05926384643,0.8296463495,46.53658537,0.01431735652,0.000474075235,0.06332842415,0,41,82,0.3968439962,0.2697161646,0.620296736,0.4782567559,6.058275505,0.9024390244,0.9024390244,2037,1908,129,1896,12,0,26.095268,0
E325,***通讯器材有限公司,4875.612739,1321.674231,3553.938508,1306.528505,-2247.297241,0.02005031345,0.5514109299,110.097561,0.01145950011,3.172874256e-05,0.04161358811,0,1497,63,0.1471171985,0.5913029601,0.3050247781,0.7630607004,2.688967088,0.9268292683,0.9268292683,4710,4514,196,4473,41,0,15.258488,0
E326,***包装材料有限公司,2302.194294,1281.321369,1020.872925,1281.321369,260.448444,0.04568164123,0.8372917392,11,-0,-0,0.06818181818,0,36,38,0.1855867339,0.0919740866,0.3792202423,0.2119971847,0.7967344881,0.8292682927,0.8292682927,484,451,33,451,0,0,-0,0
E327,个体经营E327,3328.018809,2091.867552,1236.151257,2089.363168,853.211911,-0.01190221531,0.7533542344,17.48780488,0.00119720008,-0,0.04527296937,0,7,61,0.8509564862,0.1890646395,0.9213538444,0.3513464194,0.5909318952,0.8780487805,0.8780487805,751,717,34,716,1,0,2.504384,0
E328,***科技有限公司,1215.44345,955.154718,260.288732,908.780358,648.700236,0.08085483535,1.683189386,14.41463415,0.04855167349,0.0008014561306,0.06041335453,0,43,92,0.09070408751,0.1628822515,0.165376349,0.347306621,0.2725094973,0.7317073171,0.7317073171,629,591,38,582,9,0,46.58297,0
E329,***园艺有限责任公司,1107.19331,1107.06061,0.1327,1107.06061,1106.92791,0.07828108806,1.520162731,3.146341463,-0,-0,0.03731343284,0,14,4,0.2362761025,0.2934502186,0.3895710823,0.4220045215,0.0001198669692,0.4634146341,0.1707317073,134,129,5,129,0,0,-0,0
E330,***酒店管理有限公司,1145.006235,857.099374,287.906861,854.593374,567.46124,0.0409143045,0.5874709509,222.3658537,0.002923814993,0.002690894539,0.009775171065,0,1418,233,0.2505867912,0.0770348421,0.4468154004,0.1894130894,0.3359083786,0.9268292683,0.9268292683,9207,9117,90,9077,40,0,3.280727,0
E331,***广告有限公司,779.323297,651.944175,127.379122,640.234175,513.024953,0.01058799485,2.18951688,5.536585366,0.0179616606,0.001333813559,0.05020920502,0,13,77,0.294718479,0.1079404262,0.4564808022,0.2063876685,0.1953834805,0.8536585366,0.7317073171,239,227,12,223,4,0,11.8799,0
E332,***商贸有限公司,5525.294299,3579.01894,1946.275359,3564.826421,1721.390678,-0.08600594793,1.742575524,29.14634146,0.003965477478,0.05283919129,0.02448979592,0,6,207,0.7882309813,0.1913629941,0.8834751453,0.3301369583,0.5438013578,0.9024390244,0.9024390244,1225,1195,30,1187,8,0,117.032135,0
E333,***房地产营销策划有限公司,877.549778,734.776665,142.773113,733.401665,590.793605,0.06084137687,1.080375754,23.68292683,0.001871316912,0.001156051,0.01521298174,0,5,185,0.6100486165,0.1188316243,0.7648031705,0.2611135894,0.1943081753,0.8292682927,0.7317073171,986,971,15,965,6,0,1.540053,0
E334,***机械科技有限公司,1516.579,886.607197,629.971803,871.077397,241.105594,0.0732578458,1.003899984,8.097560976,0.01751598685,-0,0.04322766571,0,20,25,0.6034318926,0.4149290063,0.7682680361,0.5016205463,0.7105421715,0.756097561,0.756097561,347,332,15,326,6,0,15.5298,0
E335,***挖掘机租赁经营部,961.80532,601.759819,360.045501,601.759819,241.714318,0.08181937417,1.939226417,17.14634146,-0,-0,0.09756097561,0,9,58,0.3519164135,0.3769655885,0.4152907225,0.5818153523,0.5983209407,0.5609756098,0.4634146341,779,703,76,703,0,0,-0,0
E336,***猕猴桃专业合作社,314.137511,287.923711,26.2138,287.923711,261.709911,0.01636924646,4.784731877,1.341463415,-0,-0,0.08333333333,0,19,4,0.3787585508,0.9918594967,0.5551303831,0.9959181805,0.09104425582,0.3414634146,0.09756097561,60,55,5,55,0,0,-0,0
E337,个体经营E337,1310.082243,1278.265365,31.816878,1266.756892,1234.940014,-0.01314981021,0.7156031877,18.14634146,0.009003195514,-0,0.09599027947,0,99,35,0.06303445602,0.2587295894,0.165138051,0.4661551017,0.02489066736,0.8780487805,0.8780487805,823,744,79,737,7,0,11.508473,0
E338,***商贸有限公司,828.577238,767.825658,60.75158,767.825658,707.550797,0.04985491277,1.419300542,8.12195122,-0,0.00784702225,0.02346041056,0,4,88,0.3101288683,0.08951072291,0.4509281103,0.2045181376,0.07912158101,0.8048780488,0.6829268293,341,333,8,331,2,0,0.476719,0
E339,***居益卫浴家俬厂,798.388152,465.110192,333.27796,449.253192,115.975232,0.06377836376,1.443229421,7.170731707,0.03409299618,-0,0.02649006623,0,36,32,0.1165057063,0.1809812352,0.2326278844,0.3182471172,0.7165569917,0.5609756098,0.5609756098,302,294,8,290,4,0,15.857,0
E340,***物流有限公司,800.472591,797.255591,3.217,703.25559,700.03859,-0.01325943602,1.625976706,3.585365854,0.1179044739,-0,0.16,0,45,4,0.07707233389,0.9115860343,0.1895252886,0.9543052533,0.00403509243,0.7804878049,0.512195122,175,147,28,136,11,0,94.000001,0
E341,***纺织品有限公司,553.172924,388.666,164.506924,388.666,224.159076,0.07315133094,1.725745631,2.975609756,-0,-0,0.046875,0,26,15,0.07826691619,0.8938746344,0.1637652895,0.9446935133,0.4232603932,0.4146341463,0.243902439,128,122,6,122,0,0,-0,0
E342,***裕华机械厂,826.584395,569.485046,257.099349,568.395046,311.335968,0.0324377168,0.7837143481,9.195121951,0.001914009872,0.000156635947,0.1066350711,0,22,55,0.2696133054,0.1002308855,0.4898151092,0.1844812139,0.4514593505,0.9268292683,0.9268292683,422,377,45,375,2,0,1.130271,0
E343,***五金工具经营部,269.589367,269.505367,0.084,262.86034,262.77634,0.03405950493,0.7553787858,9.853658537,0.02465638096,-0,0.07339449541,0,29,1,0.4288647885,1,0.5983441287,1,0.0003116821046,0.9024390244,0.9024390244,436,404,32,394,10,0,6.645027,0
E344,***机械有限公司,464.523289,293.264,171.259289,265.854,106.660211,0.01981899841,1.241577022,5.024390244,0.09346527361,0.07045165299,0.03738317757,0,54,50,0.08204160112,0.2476250546,0.2085029189,0.3993495617,0.583976516,0.9268292683,0.9268292683,214,206,8,199,7,0,39.4755,0
E345,***科技有限公司,317.479814,251.397,66.082814,251.397,185.314186,0.03649251342,1.358223609,7.902439024,-0,-0,0.04705882353,0,21,105,0.2070689457,0.0928201753,0.3524863065,0.2409658281,0.262862381,0.8536585366,0.4390243902,340,324,16,324,0,0,-0,0
E346,个体经营E346,551.845077,279.035914,272.809163,278.589584,12.590192,0.01538458971,0.8460762624,26.63414634,0.001599543204,0.02496166524,0.04294478528,0,106,92,0.04412195528,0.1045450383,0.1205903553,0.2286523235,0.9776847686,0.8780487805,0.8780487805,1141,1092,49,1083,9,0,7.256101,0
E347,***不锈钢材料有限公司,357.95738,245.667422,112.289958,245.667422,133.377464,0.003342114664,1.074883477,6.219512195,-0,-0,0.1414141414,0,38,34,0.06259475046,0.08797539693,0.1347702342,0.1788532239,0.4570811917,0.9024390244,0.9024390244,297,255,42,255,0,0,-0,0
E348,***酒店管理有限公司,316.147326,235.597142,80.550184,232.869242,153.637701,0.03918174273,0.605047061,103.4634146,0.01157866338,0.01637045298,0.05079436115,0,986,33,0.05322058972,0.146072246,0.1968142593,0.2897912685,0.3418979675,0.8292682927,0.8292682927,4469,4242,227,4206,36,0,4.046543,0
E349,***营销策划广告有限公司,343.639205,342.8946,0.744605,342.8946,342.149995,-0.02739621211,2.564573687,1.170731707,-0,-0,0,0,2,7,0.5118979294,0.2514639609,0.5771295319,0.3357484841,0.002171527344,0.243902439,0.0487804878,48,48,0,48,0,0,-0,0
E350,***演艺设备有限公司,197.758927,153.3645,44.394427,151.6645,107.393373,0.0502960296,1.823067991,16.46341463,0.01108470344,0.002777375638,0.02031930334,0,30,140,0.1420254659,0.08294919888,0.3121719824,0.1802027989,0.2894700338,0.7804878049,0.6829268293,689,675,14,673,2,0,1.8233,0
E351,***文化传播有限公司,139.937535,108.92403,31.013505,108.92403,78.090425,0.05040725256,1.83100518,3.707317073,-0,0.00580069876,0.05590062112,0,14,46,0.1893982747,0.489706321,0.3449852158,0.6940524781,0.284726015,0.6829268293,0.5365853659,161,152,9,151,1,0,0.1799,0
E352,***居装饰工程有限公司,1790.655288,272.9461,1517.709188,272.9461,-1200.670072,0.0006190557745,1.157042831,19.07317073,-0,0.02905234833,0.01635220126,0,40,52,0.03436054837,0.1241573143,0.08236058328,0.2229359898,5.560472152,0.9024390244,0.9024390244,795,782,13,770,12,0,44.093016,0
E353,***税务师事务所有限公司,330.92794,296.916662,34.011278,281.616664,248.272186,-0.0009939391343,1.417567293,7.12195122,0.05152960395,0.01960526153,0.07006369427,0,25,104,0.06324508974,0.06641440589,0.120909348,0.2152197868,0.1145482297,0.8292682927,0.8292682927,314,292,22,287,5,0,15.966798,0
E354,***广告有限公司,301.35104,234.98304,66.368,228.35604,161.98804,0.02623594474,1.33708017,8.731707317,0.02820203535,-0,0.08205128205,0,62,11,0.1217193373,0.3919719241,0.3200230961,0.587632594,0.2824374048,0.8536585366,0.8536585366,390,358,32,351,7,0,6.627,0
E355,***地毯经营部,176.074581,123.018581,53.056,123.018581,69.962581,0.05748335465,0.9971443657,6.487804878,-0,-0,0.06007067138,0,104,2,0.03979231535,0.997891251,0.09027010318,0.9989445115,0.4312844415,0.6341463415,0.6341463415,283,266,17,266,0,0,-0,0
E356,***建材装饰部,156.969196,155.353196,1.616,155.353196,153.737196,0.05452612797,1.092285437,4.682926829,-0,-0,0.01030927835,0,4,2,0.8432375814,0.9330947946,0.9169267171,0.9653465347,0.01040210335,0.6585365854,0.6585365854,194,192,2,192,0,0,-0,0
E357,***家居经营部,143.679494,136.999974,6.67952,136.999974,130.348454,0.05305720974,1.077779926,3.756097561,-0,0.004191917982,0.06097560976,0,15,5,0.2409791152,0.5889553545,0.4212295836,0.7485567825,0.04875562969,0.6341463415,0.4146341463,164,154,10,153,1,0,0.028,0
E358,***五金经营部,196.575005,196.519005,0.056,165.238467,165.182467,0.03941868891,1.004143592,6.365853659,0.1591730937,-0,0.1386138614,0,23,1,0.1276516479,1,0.247394439,1,0.0002849597167,0.6341463415,0.2926829268,303,261,42,227,34,0,31.280538,0
E359,***厨房用品经营部,124.351102,124.295102,0.056,122.648802,122.592802,0.05367387465,1.175079529,5.512195122,0.01324509151,-0,0.07755102041,0,33,1,0.09792212251,1,0.2165302539,1,0.0004505406818,0.5853658537,0.5853658537,245,226,19,223,3,0,1.6463,0
E360,***建筑劳务有限公司,268.952611,268.868611,0.084,268.868611,268.784611,-0.004219847915,3.583255984,0.7804878049,-0,-0,0.1578947368,0,2,1,0.6949790853,1,0.8122331543,1,0.000312420255,0.1463414634,0.07317073171,38,32,6,32,0,0,-0,0
E361,***勘察设计工程有限公司,851.99654,518.23378,333.76276,518.23378,184.47102,0.02652962322,1.925318477,6.365853659,-0,-0,0.1061643836,0,27,12,0.1202378408,0.2203694549,0.2416284018,0.384926407,0.6440389895,0.6829268293,0.2926829268,292,261,31,261,0,0,-0,0
E362,***建材有限公司,503.44488,455.875,47.56988,433.3867,387.97682,-0.008904608325,2.876196248,5.292682927,0.04932996984,0.04540688352,0.06060606061,0,14,61,0.1901680977,0.1324751623,0.3512372909,0.2130970269,0.1043485166,0.8292682927,0.6585365854,231,217,14,209,8,0,24.6483,0
E363,***建筑工程设计有限公司,131.516,110.493212,21.022788,110.493212,89.546668,0.04830528075,1.984369091,3,-0,0.003626731145,0.1086956522,0,10,38,0.3160769656,0.1020287158,0.5212682205,0.159350891,0.190263163,0.6341463415,0.2682926829,138,123,15,119,4,0,0.076244,0
E364,***电子有限公司,288.719262,239.470367,49.248895,234.971777,187.562382,0.009718121273,1.028009964,10.92682927,0.0187855811,0.03735109184,0.05684210526,0,56,23,0.0435364383,0.1877647946,0.1295859709,0.3197375901,0.2056575752,0.9268292683,0.9268292683,475,448,27,437,11,0,6.33809,0
E365,***信息技术有限公司,588.061786,379.713903,208.347883,379.713903,172.36602,0.03587516979,3.177184661,4.926829268,-0,0.004799664799,0.07339449541,0,16,34,0.250046942,0.5888747938,0.4595565204,0.7627118534,0.5486970094,0.8536585366,0.5853658537,218,202,16,201,1,0,1,0
E366,***房地产经纪有限公司,188.179331,150.1732,38.006131,150.1732,112.167069,0.01503944371,1.471245947,0.9756097561,-0,-0,0.0243902439,0,5,6,0.3135743623,0.9785255303,0.4641307504,0.9891772462,0.2530819813,0.4634146341,0.1219512195,41,40,1,40,0,0,-0,0
E367,***电子商务有限公司,240.985765,217,23.985765,207,183.014235,0.001811505379,1.504563482,5.390243902,0.04608294931,-0,0.07916666667,0,8,15,0.2222387394,0.8656199644,0.3410138249,0.9297181057,0.1105334793,0.6097560976,0.2195121951,240,221,19,211,10,0,10,0
E368,***通信科技有限责任公司,133.193316,100.3799,32.813416,89.5939,56.780484,-0.008702256744,3.14939512,2.56097561,0.1074517906,-0,0.1176470588,0,4,38,0.3171389994,0.2554480256,0.4414021134,0.4266547561,0.3268922962,0.5853658537,0.1707317073,119,105,14,104,1,0,10.786,0
E369,***网络技术有限公司,239.189408,165.24999,73.939418,164.22199,90.282572,0.003409375675,1.041042762,8.585365854,0.006220877835,-0,0.06133333333,0,19,31,0.2419194628,0.1158492213,0.3528572074,0.1688057647,0.4474397729,0.8780487805,0.6097560976,375,352,23,350,2,0,1.028,0
E370,***设计服务部,213.520905,213.436905,0.084,208.175905,208.091905,0.05064693596,1.168167614,11.53658537,0.02464897062,-0,0.0577689243,0,89,2,0.08443206047,0.5555555556,0.234261268,0.6666666667,0.0003935589302,0.6829268293,0.4146341463,502,473,29,464,9,0,5.261,0
E371,***自动化科技有限公司,155.078399,134.591645,20.486754,134.591645,114.104891,0.01576787048,2.40740558,2.585365854,-0,-0,0.06194690265,0,9,31,0.2179357734,0.1269451293,0.3394144191,0.2318571307,0.1522141586,0.5853658537,0.2682926829,113,106,7,106,0,0,-0,0
E372,***汽车维修有限责任公司,294.328765,231.596395,62.73237,221.417503,158.685133,0.0005298780758,0.6432052018,20.95121951,0.04395099501,-0,0.05604395604,0,142,54,0.1338854882,0.09404491784,0.2961477531,0.1915495142,0.2708693717,0.9268292683,0.9268292683,910,859,51,838,21,0,10.178892,0
E373,个体经营E373,2444.642341,150.5224,2294.119941,150.5224,-2123.597541,0.03684440813,3.134339355,23.82926829,-0,0.008717940001,0.01611278953,0,18,105,0.2963421658,0.1267892172,0.4797425499,0.2551048978,15.24105343,0.8780487805,0.8780487805,993,977,16,975,2,0,20,0
E374,***建材经营部,135.495758,130.639758,4.856,130.639758,125.783758,0.04306926565,1.656504885,5.048780488,-0,-0,0.1785714286,0,47,2,0.0725041175,0.9772017294,0.1512939116,0.9884678748,0.03717092005,0.5609756098,0.5365853659,252,207,45,207,0,0,-0,0
E375,***电器经营部,101.61255,101.55655,0.056,101.55655,101.50055,0.02817051116,0.9808400505,8.756097561,-0,-0,0.05277044855,0,225,1,0.0279626728,1,0.08862057642,1,0.0005514169199,0.756097561,0.756097561,379,359,20,359,0,0,-0,0
E376,***建筑装饰设计有限责任公司,59.010328,58.354328,0.656,58.354328,57.698328,0.02191774643,2.958892267,1.170731707,-0,-0,0.1428571429,0,13,2,0.2326885981,0.8438429506,0.3547294727,0.9146341463,0.01124166831,0.3414634146,0.07317073171,56,48,8,48,0,0,-0,0
E377,***文化传播有限公司,108.03003,82.55283,25.4772,80.38033,54.90313,0.01283945186,1.91279787,4.048780488,0.02631648122,-0,0.1573604061,0,25,29,0.1044222944,0.2331099947,0.1961895189,0.3775925141,0.3086169184,0.8048780488,0.8048780488,197,166,31,164,2,0,2.1725,0
E378,***商贸有限公司,240.36134,108.503971,131.857369,98.629431,-33.21165,0.05982597005,2.103530318,23.97560976,0.09100625451,0.0001235274154,0.06736242884,0,72,60,0.1198387989,0.2537722276,0.2706392746,0.4593244842,1.215230814,0.8292682927,0.6829268293,1054,983,71,970,13,0,9.890828,0
E379,***药业有限公司,391.396769,248.4292,142.967569,248.4292,105.627331,-0.01637733613,1.067817928,12.7804878,-0,0.00115900411,0.1602564103,0,49,93,0.3135439669,0.2262793599,0.5449967234,0.3941191026,0.5754861707,0.9268292683,0.9268292683,624,524,100,521,3,0,0.1657,0
E380,***建材有限公司,140.104914,140.048914,0.056,126.338891,126.282891,0.02744956836,2.136528237,4.097560976,0.09789453276,-0,0.1157894737,0,6,2,0.8850790792,0.5,0.9402099612,0.5,0.0003998602945,0.4146341463,0.1463414634,190,168,22,152,16,0,13.710023,0
E381,***通信网络工程有限公司,9943.898859,193.073923,9750.824936,171.868979,-9567.466617,0.0145381464,2.011669675,45.02439024,0.1098281097,0.001178294152,0.03097112861,0,14,195,0.1560746329,0.05552882704,0.2213392328,0.1659691485,50.50306527,0.9024390244,0.9024390244,1905,1846,59,1825,21,0,32.694284,0
E382,***教育信息咨询有限公司***分公司,53.2707,53.1947,0.076,53.1947,53.1187,0.03595321618,1.312037895,2.195121951,-0,-0,0,0,77,2,0.01544653721,0.5346260388,0.02455131808,0.6315789474,0.001428713763,0.512195122,0.3414634146,90,90,0,90,0,0,-0,0
E383,***通讯器材经营部,113.4242,89.9692,23.455,83.6692,60.2142,0.005574482734,2.01205332,3.024390244,0.07002396376,-0,0.1079136691,0,10,7,0.7445477282,0.8695658086,0.8577557653,0.9310168408,0.2607003286,0.487804878,0.3414634146,139,124,15,117,7,0,6.3,0
E384,个体经营E384,524.441047,230.082107,294.35894,230.082107,-61.816833,0.02715775871,2.626778867,6.414634146,-0,0.008357143833,0.05734767025,0,4,78,0.6391052618,0.07999472227,0.7648643751,0.1899894734,1.279364762,0.8536585366,0.8048780488,279,263,16,260,3,0,2.46,0
E385,***装饰工程有限公司,55.919359,54.460959,1.4584,48.599359,47.140959,0.01095263053,2.338992218,1,0.1076293937,-0,0.3050847458,0,7,7,0.2479788319,0.2745715215,0.3139404872,0.3867251783,0.026778816,0.4634146341,0.1951219512,59,41,18,40,1,0,5.8616,0
