enterprise_id,enterprise_name,main_risk_score,risk_instability_mean,risk_instability_sd,risk_instability_p05,risk_instability_p10,risk_instability_p50,risk_instability_p90,risk_instability_p95,risk_instability_min,risk_instability_max,risk_instability_test_count,label_spreading_risk_score,label_spreading_final_labeled_nodes,label_spreading_final_unlabeled_target_nodes,label_spreading_test_labels_hidden,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,predicted_rating,ood_feature_count,ood_feature_fraction,missing_primary_feature_count,novelty_score_max_tail_distance,ood_flag,threshold_source,threshold_rule,main_risk_rank,label_spreading_risk_rank,rank_difference_label_spreading_minus_main,main_top20_candidate,label_spreading_top20_candidate,rating_probability_sum,rating_probability_min,rating_row_nonnegative_ok,rating_row_sum_ok,rating_probability_check,risk_instability_interval_width,risk_disagreement_abs,rating_entropy_normalized,uncertainty_reason_ood,uncertainty_reason_interval_width,uncertainty_reason_model_disagreement,uncertainty_reason_rating_entropy,uncertainty_reasons,high_uncertainty_flag,risk_interval_is_external_confidence_interval,risk_interval_definition,risk_interpretation,rating_probability_sum_recomputed,risk_mean,risk_p90,risk_used,risk_used_column,pD,d_probability_reject_flag,uncertainty_reason_ood_optimization,uncertainty_reason_interval_optimization,uncertainty_reason_disagreement_optimization,uncertainty_reason_entropy_optimization,optimization_uncertainty_flag,uncertainty_cap_applied,max_loan_limit_10k,eligible_for_optimization,optimization_threshold_source,d_rule_description,uncertainty_rule_description,scenario_id,risk_variant,lgd,funding_cost_rate,budget_definition,nominal_budget_10k,decision,decision_reason,selected_rate,selected_rate_percent,offered_loan_amount_10k,offered_loan_amount_yuan,selected_acceptance_probability,selected_customer_churn_mass,expected_disbursed_amount_10k,expected_interest_income_10k,expected_credit_loss_10k,expected_funding_cost_10k,expected_net_return_10k,unit_expected_net_return_per_10k,budget_projection_adjustment_10k,selected_rate_is_observed_attachment3_point,no_D_churn_extrapolation_used,risk_is_historical_relative_default_tendency,customer_churn_is_not_default_rate,industry_code,q2_main_risk,robust_risk,unknown_industry_flag,industry_high_uncertainty_flag,q2_baseline_risk,q3_scenario_id,scenario,q2_scenario_id,risk_override_column,risk_override_only
E297,***建筑机械租赁有限公司,0.2040858682,0.210471885,0.04295623734,0.1597137816,0.1632279069,0.2027314736,0.276768425,0.3069851242,0.1490672472,0.3263771148,50,0.3973327371,123,302,True,0.03778404884,0.2071555194,0.5638573075,0.1912031242,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,91,59,-32,0,1,1,0.03778404884,True,True,PASS,0.1472713426,0.2097753625,0.7857580062,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,0.9999999999,0.2040858682,0.276768425,0.2040858682,risk_mean,0.1912031242,False,False,False,True,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,leasing_business_services,0.1875573746,0.2040858682,0,0,0.1875573746,robust,robust,primary,robust_risk,True
E298,***电器维护服务有限公司,0.09167634616,0.09604316846,0.01825785903,0.0755371867,0.07749081735,0.09365222857,0.118405317,0.1285172662,0.04724059291,0.1399048984,50,0.01974902329,123,302,True,0.1871067041,0.4682443777,0.3058817353,0.03876718295,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,189,155,-34,0,0,1,0.03876718295,True,True,PASS,0.05298007951,0.07040595756,0.8347629389,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.09167634616,0.118405317,0.09167634616,risk_mean,0.03876718295,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442859797,0.8169468374,7.214298983,0.9337908737,0.3306902854,0.2164289695,0.3866716188,0.007733432376,0,True,True,True,True,other_services,0.09015498086,0.09167634616,0,0,0.09015498086,robust,robust,primary,robust_risk,True
E299,***压缩天然气有限责任公司,0.1686326336,0.1642168887,0.04505574558,0.1015428533,0.1094307615,0.1608874994,0.2307099705,0.2494484072,0.08792233413,0.2563538968,50,0.0001046399031,123,302,True,0.5358564135,0.3692449751,0.08692202083,0.007976590602,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,135,293,158,0,0,1,0.007976590602,True,True,PASS,0.1479055538,0.134801467,0.6874852633,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1686326336,0.2307099705,0.1686326336,risk_mean,0.007976590602,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,优化未选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1349061069,0.1686326336,1,1,0.1349061069,robust,robust,primary,robust_risk,True
E300,***建设工程有限公司,0.2073004911,0.1716487699,0.02479021434,0.1333793013,0.1411330016,0.1729925038,0.2051792903,0.2157505074,0.1308678109,0.2241996043,50,0.256443854,123,302,True,0.08509600384,0.3494140464,0.4747409955,0.09074895423,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,100,89,-11,0,0,1,0.08509600384,True,True,PASS,0.08237120614,0.07836021059,0.8284851795,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.2073004911,0.2051792903,0.2073004911,risk_mean,0.09074895423,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,construction,0.1780836434,0.2073004911,0,0,0.1780836434,robust,robust,primary,robust_risk,True
E301,***企业管理咨询有限公司,0.1190577704,0.1122001767,0.01468907859,0.09212930075,0.09490401749,0.1111663892,0.1318856574,0.1388010358,0.08623566008,0.1445234223,50,0.005985366846,123,302,True,0.167583898,0.4569218299,0.3314162505,0.04407802152,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,158,199,41,0,0,1,0.04407802152,True,True,PASS,0.04667173502,0.1034301603,0.837371304,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,0.9999999999,0.1190577704,0.1318856574,0.1190577704,risk_mean,0.04407802152,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442513542,0.8116706242,7.212567709,0.9054244056,0.4293561152,0.2163770313,0.2596912592,0.005193825183,0,True,True,True,True,leasing_business_services,0.1094155271,0.1190577704,0,0,0.1094155271,robust,robust,primary,robust_risk,True
E302,***机电设备有限公司,0.1372669754,0.1145179031,0.01649800854,0.08622775719,0.09048091386,0.1153156248,0.13279139,0.139516657,0.0754463182,0.1468735915,50,0.001849387782,123,302,True,0.2358223017,0.4824370637,0.2525375104,0.02920312425,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,157,231,74,0,0,1,0.02920312425,True,True,PASS,0.05328889976,0.1079641925,0.8245487677,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1372669754,0.13279139,0.1372669754,risk_mean,0.02920312425,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1438317222,0.8269651536,7.191586109,0.884129684,0.4935836366,0.2157475833,0.1747984641,0.003495969283,0,True,True,True,True,unknown,0.1098135803,0.1372669754,1,1,0.1098135803,robust,robust,primary,robust_risk,True
E303,***图书发行有限公司,0.08521718835,0.07894841447,0.0121823387,0.05894893092,0.06414348885,0.07893318654,0.09349500282,0.09596640145,0.04800972768,0.1096368411,50,0.0002909541002,123,302,True,0.4604120568,0.415348465,0.1134771151,0.01076236313,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,222,277,55,0,0,1,0.01076236313,True,True,PASS,0.03701747053,0.06788279658,0.7341638295,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.08521718835,0.09349500282,0.08521718835,risk_mean,0.01076236313,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择,0.1425,14.25,100,1000000,0.1380944204,0.8511432165,13.80944204,1.800151231,0.5884009117,0.4142832612,0.7974670581,0.007974670581,0,True,True,True,True,unknown,0.06817375068,0.08521718835,1,1,0.06817375068,robust,robust,primary,robust_risk,True
E304,***环保科技有限公司,0.1906746873,0.1799490644,0.04706009195,0.118760122,0.1225493936,0.1755938122,0.2410767929,0.2614124498,0.09517721152,0.2754206966,50,7.388270029e-05,123,302,True,0.5665203857,0.3487096311,0.07771703513,0.007052948098,A,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,117,298,181,0,0,1,0.007052948098,True,True,PASS,0.1426523278,0.1524658671,0.665642596,False,False,False,False,none,0,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1906746873,0.2410767929,0.1906746873,risk_mean,0.007052948098,False,False,False,False,False,False,False,100,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,优化未选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1525397498,0.1906746873,1,1,0.1525397498,robust,robust,primary,robust_risk,True
E305,***劳务有限公司,0.1072965485,0.09571593086,0.01766804774,0.06845547935,0.07581211472,0.09507828475,0.1178415341,0.1237737727,0.05117542365,0.1372117569,50,0.01140833369,123,302,True,0.2363341306,0.4824991948,0.2520439025,0.02912277208,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,200,173,-27,0,0,1,0.02912277208,True,True,PASS,0.0553182933,0.07442890514,0.8244191695,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1072965485,0.1178415341,0.1072965485,risk_mean,0.02912277208,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1438240328,0.8270531951,7.191201641,0.9147944998,0.385795558,0.2157360492,0.3132628926,0.006265257853,0,True,True,True,True,unknown,0.08583723883,0.1072965485,1,1,0.08583723883,robust,robust,primary,robust_risk,True
E306,个体经营E306,0.1301450798,0.1122392675,0.01310643986,0.09264653,0.09429060352,0.1116820562,0.1308491473,0.1336907229,0.08141608708,0.1368266161,50,0.006211972733,123,302,True,0.190758983,0.4699554484,0.3013968719,0.03788869672,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,166,195,29,0,0,1,0.03788869672,True,True,PASS,0.0410441929,0.09790409105,0.8341644909,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1301450798,0.1308491473,0.1301450798,risk_mean,0.03788869672,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442754851,0.8178358182,7.213774253,0.8941785264,0.4694186127,0.2164132276,0.2083466861,0.004166933722,0,True,True,True,True,unknown,0.1041160638,0.1301450798,1,1,0.1041160638,robust,robust,primary,robust_risk,True
E307,***通信工程有限公司,0.4246362207,0.3178919262,0.06318067585,0.227587103,0.2465427213,0.3095982987,0.3974281363,0.426876974,0.171273631,0.4574888016,50,0.4889539858,123,302,True,0.02801081914,0.1642807662,0.5640654253,0.2436429893,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,52,41,-11,1,1,1,0.02801081914,True,True,PASS,0.199289871,0.1492450092,0.7674239246,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,0.9999999999,0.4246362207,0.3974281363,0.4246362207,risk_mean,0.2436429893,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.3397089766,0.4246362207,1,1,0.3397089766,robust,robust,primary,robust_risk,True
E308,***餐饮文化服务有限公司,0.1278853402,0.1113067943,0.02729436375,0.07415416543,0.08014547762,0.1097524987,0.1371560254,0.160505747,0.04765135854,0.1850047832,50,0.004415907768,123,302,True,0.1726698468,0.4602452574,0.3245001412,0.04258475463,B,1,0.06666666667,0,0.003988528103,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,171,210,39,0,0,1,0.04258475463,True,True,PASS,0.0863515816,0.09789236438,0.8367953291,True,False,False,True,OOD|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1278853402,0.1371560254,0.1278853402,risk_mean,0.04258475463,False,True,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442766097,0.8131386357,7.213830484,0.8965084429,0.461271583,0.2164149145,0.2188219453,0.004376438907,0,True,True,True,True,accommodation_catering,0.1023082722,0.1278853402,0,0,0.1023082722,robust,robust,primary,robust_risk,True
E309,个体经营E309,0.1581553919,0.1298205603,0.0151238849,0.1031884209,0.108233473,0.1300066728,0.1511759689,0.1528956517,0.09573327865,0.1587637205,50,0.0005881979356,123,302,True,0.1442681216,0.4378031618,0.3657395385,0.05218917814,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,140,262,122,0,0,1,0.05218917814,True,True,PASS,0.0497072308,0.1259361155,0.8388663541,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1581553919,0.1511759689,0.1581553919,risk_mean,0.05218917814,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1265243135,0.1581553919,1,1,0.1265243135,robust,robust,primary,robust_risk,True
E310,***律师事务所,0.09684917077,0.0988360401,0.0243119613,0.06822139966,0.07627754314,0.0998761382,0.1232539089,0.1315890832,0.01951255984,0.1581751927,50,0.2541680292,123,302,True,0.1852142923,0.4673100794,0.3082402913,0.0392353371,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,192,93,-99,0,0,1,0.0392353371,True,True,PASS,0.06336768357,0.1651624731,0.8350603285,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.09684917077,0.1232539089,0.09684917077,risk_mean,0.0392353371,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1442895102,0.8164751528,7.214475508,0.9284957341,0.3493579853,0.2164342652,0.3627034836,0.007254069672,0,True,True,True,True,leasing_business_services,0.08900555614,0.09684917077,0,0,0.08900555614,robust,robust,primary,robust_risk,True
E311,***律师事务所,0.1133514382,0.1125578276,0.01722244708,0.08758307905,0.0917363279,0.1136206466,0.1358545634,0.1424614354,0.07186381895,0.152859189,50,0.02227304086,123,302,True,0.1336507053,0.4266807022,0.3829094486,0.05675914386,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,165,149,-16,0,0,1,0.05675914386,True,True,PASS,0.05487835632,0.08189829809,0.8387848137,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1133514382,0.1358545634,0.1133514382,risk_mean,0.05675914386,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1436766428,0.7995642133,7.183832142,0.9076586572,0.4071488527,0.2155149643,0.2849948402,0.005699896805,0,True,True,True,True,leasing_business_services,0.104171339,0.1133514382,0,0,0.104171339,robust,robust,primary,robust_risk,True
E312,***家居用品有限公司,0.2190754735,0.197270549,0.05957762009,0.09891168677,0.1261250658,0.1968582214,0.2762406056,0.2915553959,0.08459769798,0.3184068048,50,0.5383775247,123,302,True,0.1158804723,0.4039922025,0.4139859356,0.06614138962,C,1,0.06666666667,0,0.068142521,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,101,35,-66,0,1,1,0.06614138962,True,True,PASS,0.1926437091,0.363117146,0.8372310078,True,False,True,True,OOD|label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.2190754735,0.2762406056,0.2190754735,risk_mean,0.06614138962,False,True,False,True,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1752603788,0.2190754735,1,1,0.1752603788,robust,robust,primary,robust_risk,True
E313,***物流有限公司,0.09421556335,0.09064013711,0.01293080588,0.07162116128,0.07385784024,0.09112128378,0.1056071606,0.1123813867,0.05468743264,0.1187915743,50,0.00938978379,123,302,True,0.2548226445,0.4837399856,0.2350083705,0.02642899939,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,205,180,-25,0,0,1,0.02642899939,True,True,PASS,0.04076022546,0.07389469209,0.8194753137,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.09421556335,0.1056071606,0.09421556335,risk_mean,0.02642899939,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1435163762,0.8300546244,7.175818809,0.9262136621,0.3380369058,0.2152745643,0.372902192,0.007458043841,0,True,True,True,True,transport_storage_post,0.08328447589,0.09421556335,0,0,0.08328447589,robust,robust,primary,robust_risk,True
E314,***房地产营销策划有限公司,0.1744209624,0.1442467249,0.016710124,0.118523032,0.1224164082,0.1425547452,0.1661075887,0.1665760375,0.1115410028,0.1817436958,50,0.3460022007,123,302,True,0.1258038435,0.4173348187,0.3962633858,0.06059795199,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,131,68,-63,0,0,1,0.06059795199,True,True,PASS,0.04805300557,0.2064654309,0.8383412845,False,False,True,True,label_spreading_disagreement|rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.1744209624,0.1661075887,0.1744209624,risk_mean,0.06059795199,False,False,False,True,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1395367699,0.1744209624,1,1,0.1395367699,robust,robust,primary,robust_risk,True
E315,***轮胎有限公司,0.0854975907,0.07608749509,0.01576127267,0.04826799416,0.05536403154,0.07573408447,0.09505509249,0.09621268147,0.03877030121,0.1019570873,50,0.0001767692351,123,302,True,0.3867070082,0.4522367651,0.1465474703,0.01450875644,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,221,287,66,0,0,1,0.01450875644,True,True,PASS,0.04794468732,0.06822130333,0.7712100367,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.0854975907,0.09505509249,0.0854975907,risk_mean,0.01450875644,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1402946855,0.8451965581,7.014734273,0.9141362735,0.2998714399,0.2104420282,0.4038228055,0.008076456109,0,True,True,True,True,unknown,0.06839807256,0.0854975907,1,1,0.06839807256,robust,robust,primary,robust_risk,True
E316,个体经营E316,0.21054835,0.1602205611,0.02334637854,0.1219194353,0.1256198517,0.1638900471,0.1893066595,0.1963127934,0.115457476,0.2011468809,50,0.02038461801,123,302,True,0.04859759652,0.2481576192,0.54945749,0.1537872943,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,105,152,47,0,0,1,0.04859759652,True,True,PASS,0.07439335813,0.148054062,0.8005294931,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.21054835,0.1893066595,0.21054835,risk_mean,0.1537872943,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.16843868,0.21054835,1,1,0.16843868,robust,robust,primary,robust_risk,True
E317,***科技有限公司,0.2322505628,0.1830310113,0.01969994516,0.1520997799,0.1618506699,0.1837588846,0.2070103667,0.2099882468,0.1289012848,0.2228375462,50,0.002470365984,123,302,True,0.0831413178,0.3451451023,0.4788491968,0.09286438312,C,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,93,222,129,0,0,1,0.0831413178,True,True,PASS,0.0578884669,0.1833300842,0.8275768416,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.2322505628,0.2070103667,0.2322505628,risk_mean,0.09286438312,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,不贷,高不确定性规则降额后未被优化选择,,,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,unknown,0.1858004502,0.2322505628,1,1,0.1858004502,robust,robust,primary,robust_risk,True
E318,***商贸有限公司,0.07806452646,0.08017490353,0.0209378025,0.04492922394,0.05866459198,0.07809834078,0.1134819318,0.1166976649,0.02064785508,0.1256506514,50,0.009317391025,123,302,True,0.509359782,0.3862163642,0.09556119981,0.008862654014,A,1,0.06666666667,0,0.0008786861776,True,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,226,181,-45,0,0,1,0.008862654014,True,True,PASS,0.07176844096,0.05758311371,0.7049765278,True,False,False,False,OOD,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.07806452646,0.1134819318,0.07806452646,risk_mean,0.008862654014,False,True,False,False,False,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1225,12.25,50,500000,0.1954488284,0.7956885176,9.772441418,1.10367115,0.3814405058,0.2931732426,0.4290574014,0.008581148029,0,True,True,True,True,wholesale_retail,0.06690050473,0.07806452646,0,0,0.06690050473,robust,robust,primary,robust_risk,True
E319,个体经营E319,0.09134223256,0.08217035104,0.01425313526,0.05780232646,0.06292374655,0.08249650643,0.09850522485,0.1030041488,0.04429184671,0.1183304201,50,0.0001916858743,123,302,True,0.3391165081,0.4700080481,0.1731057171,0.01776972671,B,0,0,0,0,False,attachment1_123_only,any_primary_feature_outside_reference_quantile_interval,210,285,75,0,0,1,0.01776972671,True,True,PASS,0.04520182231,0.07288210017,0.7911751848,False,False,False,True,rating_entropy,1,False,repeated_fold_model_instability_5th_to_95th_percentile; not an external confidence interval,historical invoice behavior relative default tendency; not a verified PD,1,0.09134223256,0.09850522485,0.09134223256,risk_mean,0.01776972671,False,False,False,False,True,True,True,50,True,q2_optimization_config_pre_registered,pD >= tau_D => reject; D mass has no churn curve,OOD/interval/disagreement/entropy flag => max-loan cap,robust,mean,0.5,0.03,nominal_equality,10000,贷,优化选择；高不确定性额度上限,0.1425,14.25,50,500000,0.1416015266,0.8406287467,7.080076329,0.9167547049,0.3233549893,0.2124022899,0.3809974257,0.007619948515,0,True,True,True,True,unknown,0.07307378605,0.09134223256,1,1,0.07307378605,robust,robust,primary,robust_risk,True
