enterprise_id,enterprise_name,scenario_count,loan_frequency,loan_count,offered_amount_min_10k,offered_amount_max_10k,offered_amount_mean_10k,offered_amount_sd_10k,selected_rate_observation_count,selected_rate_missing_all,selected_rate_min,selected_rate_max,selected_rate_mean,selected_rate_sd,formal_robust_amount_10k,formal_robust_rate_missing,formal_robust_selected_rate,amount_delta_mean_vs_formal_robust_10k,rate_delta_mean_vs_formal_robust_pp,stability_label,analysis_rule,excluded_scenario,exclusion_reason,spread_interpretation
E231,***建筑科技有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E232,***投资发展有限责任公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E233,***劳务有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E234,***机电设备商贸有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1025,0.1425,0.12416666666666669,0.01280190957978101,50.0,0,0.1225,0.0,0.16666666666666913,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E235,个体经营E235,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1425,0.12050000000000001,0.01051982255870633,100.0,0,0.1225,0.0,-0.1999999999999988,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E236,个体经营E236,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.144375,0.0032475952641916475,50.0,0,0.1425,0.0,0.18750000000000155,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E237,个体经营E237,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E238,个体经营E238,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.10916666666666669,0.0082192186706253,50.0,0,0.1065,0.0,0.2666666666666692,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E239,个体经营E239,12,0.08333333333333333,1,0.0,50.0,4.166666666666667,13.819269959814168,1,0,0.1425,0.1425,0.1425,0.0,0.0,1,0.0,4.166666666666667,0.0,selection_sensitive,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E240,个体经营E240,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E241,个体经营E241,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1105,0.1425,0.1381666666666667,0.009994442900376628,50.0,0,0.1425,0.0,-0.43333333333333,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E242,个体经营E242,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E243,***科技有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.13750000000000004,0.008660254037844383,50.0,0,0.1425,0.0,-0.4999999999999949,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E244,个体经营E244,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1465,0.14283333333333334,0.0011055415967851344,50.0,0,0.1425,0.0,0.03333333333333521,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E245,***建筑劳务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.14345833333333333,0.0022588560280716354,50.0,0,0.1425,0.0,0.09583333333333388,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E246,***物业服务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1425,0.12183333333333335,0.012736648783028529,50.0,0,0.1225,0.0,-0.06666666666666488,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E247,***石化有限公司,12,0.25,3,0.0,50.0,12.5,21.650635094610966,3,0,0.1425,0.1465,0.14383333333333334,0.0018856180831641283,0.0,1,0.0,12.5,0.0,selection_sensitive,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E248,***智能科技有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E249,***建筑工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E250,***塑料厂,12,1.0,12,100.0,100.0,100.0,0.0,12,0,0.0985,0.1225,0.11850000000000001,0.008944271909999158,100.0,0,0.1225,0.0,-0.39999999999999897,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E251,***医疗器械有限责任公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E252,***印务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E253,***钢结构工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E254,***设备安装工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E255,个体经营E255,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E256,***物资有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1225,0.11516666666666668,0.01043498389499902,50.0,0,0.1225,0.0,-0.7333333333333316,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E257,***门窗安装有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E258,***国际货运有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1425,0.12216666666666669,0.012160957564636463,50.0,0,0.1225,0.0,-0.03333333333333105,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E259,***文化传媒有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1425,0.12250000000000001,0.011661903789690597,50.0,0,0.1225,0.0,1.3877787807814457e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E260,***广告有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E261,***医疗器械有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.13583333333333336,0.00942809041582063,50.0,0,0.1425,0.0,-0.6666666666666626,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E262,个体经营E262,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.144375,0.0032475952641916475,50.0,0,0.1425,0.0,0.18750000000000155,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E263,***通信工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.14375,0.0027950849718747397,50.0,0,0.1425,0.0,0.1250000000000001,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E264,个体经营E264,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E265,***净化工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1465,0.14283333333333334,0.0011055415967851344,50.0,0,0.1425,0.0,0.03333333333333521,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E266,***煤矿机械有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E267,***林园艺场,12,0.3333333333333333,4,0.0,50.0,16.666666666666668,23.570226039551585,4,0,0.1425,0.15,0.14725,0.0030923292192132482,0.0,1,0.0,16.666666666666668,0.0,selection_sensitive,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E268,***建筑劳务有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E269,***节能服务有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E270,个体经营E270,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1465,0.14283333333333334,0.0011055415967851344,50.0,0,0.1425,0.0,0.03333333333333521,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E271,***科技有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.144375,0.0032475952641916475,50.0,0,0.1425,0.0,0.18750000000000155,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E272,个体经营E272,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.14345833333333333,0.0022588560280716354,50.0,0,0.1425,0.0,0.09583333333333388,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E273,个体经营E273,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.0985,0.1425,0.12383333333333335,0.013399834161494515,50.0,0,0.1225,0.0,0.1333333333333353,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E274,***建筑劳务有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E275,***网络工程有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.14083333333333337,0.005527707983925665,50.0,0,0.1425,0.0,-0.1666666666666622,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E276,***体育设施工程有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E277,***消防设备制造有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.15,0.143125,0.0020728904939721266,50.0,0,0.1425,0.0,0.06250000000000144,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E278,***贸易有限公司,12,0.75,9,0.0,50.0,37.5,21.650635094610966,9,0,0.1425,0.15,0.1454444444444444,0.0034435482705137215,50.0,0,0.1465,-12.5,-0.10555555555555873,selection_sensitive,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E279,***环保包装有限公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E280,个体经营E280,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1225,0.1425,0.1391666666666667,0.007453559924999296,50.0,0,0.1425,0.0,-0.33333333333332993,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E281,***商业管理有限责任公司,12,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,consistently_not_selected,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E282,***影城有限公司***分公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.13783333333333336,0.010934146311237816,50.0,0,0.1425,0.0,-0.46666666666666246,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E283,***机械铸造有限责任公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1065,0.1425,0.13616666666666669,0.011599808427536874,50.0,0,0.1425,0.0,-0.6333333333333302,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E284,***成焊科技有限公司,12,1.0,12,50.0,50.0,50.0,0.0,12,0,0.1425,0.1425,0.14250000000000002,2.7755575615628914e-17,50.0,0,0.1425,0.0,2.7755575615628914e-15,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
E285,个体经营E285,12,0.9166666666666666,11,0.0,50.0,45.833333333333336,13.819269959814168,11,0,0.1425,0.15,0.14386363636363636,0.0028927095593995152,50.0,0,0.1425,-4.166666666666664,0.13636363636363724,robust_selected_core,"robust_selected_core if loan_frequency>=0.80; selection_sensitive if 0<loan_frequency<0.80; consistently_not_selected if loan_frequency=0; selection-frequency analysis only, not enterprise robustness or default conclusion",exploratory_combined_adverse,exploratory combined boundary is not a formal or single-factor scenario; excluded from selection frequency,deterministic scenario spread; not a statistical confidence interval
